#oID	individual	descriptor	value
6989	12	FISH	0
7047	12	FISH	0
7409	12	FISH	0
7601	12	FISH	0
7632	12	FISH	NaN
7792	12	FISH	0
7820	12	FISH	0
7826	12	FISH	0
8038	12	FISH	0
8048	12	FISH	0
8051	12	FISH	0
8078	12	FISH	0
8137	12	FISH	0
8159	12	FISH	0
8163	12	FISH	0
8175	12	FISH	0
8180	12	FISH	0
8205	12	FISH	NaN
8294	12	FISH	0
8452	12	FISH	0
8467	12	FISH	0
8615	12	FISH	0
9024	12	FISH	0
10722	12	FISH	0
11124	12	FISH	0
11419	12	FISH	0
12206	12	FISH	0
12348	12	FISH	0
12748	12	FISH	0
13187	12	FISH	0
13204	12	FISH	0
13216	12	FISH	0
13436	12	FISH	0
14328	12	FISH	0
15606	12	FISH	0
22386	12	FISH	0
24020	12	FISH	0
24473	12	FISH	0
31210	12	FISH	0
31266	12	FISH	0
33032	12	FISH	0
61024	12	FISH	0
61151	12	FISH	0
61155	12	FISH	0
61177	12	FISH	0
61252	12	FISH	53
61771	12	FISH	0
62572	12	FISH	0
520108	12	FISH	0
638024	12	FISH	0
641256	12	FISH	0
778574	12	FISH	0
1549778	12	FISH	0
1550470	12	FISH	0
5352539	12	FISH	0
5355850	12	FISH	NaN
5363233	12	FISH	0
5367698	12	FISH	0
6114390	12	FISH	0
16220109	12	FISH	0
243	12	GARLIC	0
454	12	GARLIC	2
679	12	GARLIC	0
1030	12	GARLIC	49
1060	12	GARLIC	0
2682	12	GARLIC	0
6137	12	GARLIC	19
6386	12	GARLIC	0
6826	12	GARLIC	0
6989	12	GARLIC	0
7047	12	GARLIC	0
7409	12	GARLIC	0
7601	12	GARLIC	0
7632	12	GARLIC	NaN
7792	12	GARLIC	0
7820	12	GARLIC	0
7826	12	GARLIC	0
8038	12	GARLIC	0
8048	12	GARLIC	0
8051	12	GARLIC	0
8078	12	GARLIC	0
8137	12	GARLIC	52
8159	12	GARLIC	0
8163	12	GARLIC	0
8175	12	GARLIC	0
8180	12	GARLIC	0
8205	12	GARLIC	NaN
8294	12	GARLIC	0
8452	12	GARLIC	0
8467	12	GARLIC	0
8615	12	GARLIC	33
9024	12	GARLIC	0
10722	12	GARLIC	0
11124	12	GARLIC	0
11419	12	GARLIC	0
12206	12	GARLIC	17
12348	12	GARLIC	0
12748	12	GARLIC	0
13187	12	GARLIC	0
13204	12	GARLIC	0
13216	12	GARLIC	0
13436	12	GARLIC	0
14328	12	GARLIC	0
15606	12	GARLIC	0
22386	12	GARLIC	24
24020	12	GARLIC	0
24473	12	GARLIC	0
31210	12	GARLIC	13
31266	12	GARLIC	0
33032	12	GARLIC	0
61024	12	GARLIC	0
61151	12	GARLIC	0
61155	12	GARLIC	0
61177	12	GARLIC	0
61252	12	GARLIC	29
61771	12	GARLIC	0
62572	12	GARLIC	0
520108	12	GARLIC	27
638024	12	GARLIC	2
641256	12	GARLIC	0
778574	12	GARLIC	0
1549778	12	GARLIC	0
1550470	12	GARLIC	0
5352539	12	GARLIC	0
5355850	12	GARLIC	NaN
5363233	12	GARLIC	0
5367698	12	GARLIC	0
6114390	12	GARLIC	0
16220109	12	GARLIC	20
243	12	SPICES	0
454	12	SPICES	0
679	12	SPICES	0
1030	12	SPICES	54
1060	12	SPICES	0
2682	12	SPICES	0
6137	12	SPICES	0
6386	12	SPICES	0
6826	12	SPICES	0
6989	12	SPICES	0
7047	12	SPICES	0
7409	12	SPICES	0
7601	12	SPICES	0
7632	12	SPICES	NaN
7792	12	SPICES	0
7820	12	SPICES	0
7826	12	SPICES	0
8038	12	SPICES	19
8048	12	SPICES	0
8051	12	SPICES	0
8078	12	SPICES	0
8137	12	SPICES	0
8159	12	SPICES	0
8163	12	SPICES	0
8175	12	SPICES	0
8180	12	SPICES	0
8205	12	SPICES	NaN
8294	12	SPICES	0
8452	12	SPICES	0
8467	12	SPICES	0
8615	12	SPICES	53
9024	12	SPICES	0
10722	12	SPICES	0
11124	12	SPICES	0
11419	12	SPICES	0
12206	12	SPICES	0
12348	12	SPICES	0
12748	12	SPICES	0
13187	12	SPICES	0
13204	12	SPICES	0
13216	12	SPICES	0
13436	12	SPICES	0
14328	12	SPICES	0
15606	12	SPICES	0
22386	12	SPICES	30
24020	12	SPICES	0
24473	12	SPICES	0
31210	12	SPICES	17
31266	12	SPICES	0
33032	12	SPICES	0
61024	12	SPICES	10
61151	12	SPICES	20
61155	12	SPICES	0
61177	12	SPICES	0
61252	12	SPICES	0
61771	12	SPICES	0
62572	12	SPICES	0
520108	12	SPICES	0
638024	12	SPICES	2
641256	12	SPICES	0
778574	12	SPICES	0
1549778	12	SPICES	0
1550470	12	SPICES	0
5352539	12	SPICES	0
5355850	12	SPICES	NaN
5363233	12	SPICES	0
5367698	12	SPICES	0
6114390	12	SPICES	0
16220109	12	SPICES	0
243	12	COLD	0
454	12	COLD	0
679	12	COLD	0
1030	12	COLD	0
1060	12	COLD	0
2682	12	COLD	0
6137	12	COLD	0
6386	12	COLD	0
6826	12	COLD	0
6989	12	COLD	0
7047	12	COLD	0
7409	12	COLD	0
7601	12	COLD	0
7632	12	COLD	NaN
7792	12	COLD	0
7820	12	COLD	0
7826	12	COLD	0
8038	12	COLD	0
8048	12	COLD	0
8051	12	COLD	0
8078	12	COLD	0
8137	12	COLD	0
8159	12	COLD	0
8163	12	COLD	0
8175	12	COLD	0
8180	12	COLD	0
8205	12	COLD	NaN
8294	12	COLD	0
8452	12	COLD	0
8467	12	COLD	0
8615	12	COLD	0
9024	12	COLD	0
10722	12	COLD	0
11124	12	COLD	1
11419	12	COLD	0
12206	12	COLD	0
12348	12	COLD	0
12748	12	COLD	0
13187	12	COLD	0
13204	12	COLD	0
13216	12	COLD	0
13436	12	COLD	0
14328	12	COLD	0
15606	12	COLD	0
22386	12	COLD	0
24020	12	COLD	0
24473	12	COLD	0
31210	12	COLD	14
31266	12	COLD	0
33032	12	COLD	0
61024	12	COLD	0
61151	12	COLD	0
61155	12	COLD	0
61177	12	COLD	0
61252	12	COLD	0
61771	12	COLD	0
62572	12	COLD	0
520108	12	COLD	0
638024	12	COLD	0
641256	12	COLD	0
778574	12	COLD	0
1549778	12	COLD	0
1550470	12	COLD	0
5352539	12	COLD	0
5355850	12	COLD	NaN
5363233	12	COLD	0
5367698	12	COLD	0
6114390	12	COLD	0
16220109	12	COLD	0
243	12	SOUR	0
454	12	SOUR	0
679	12	SOUR	43
1030	12	SOUR	0
1060	12	SOUR	54
2682	12	SOUR	0
6137	12	SOUR	33
6386	12	SOUR	61
6826	12	SOUR	0
6989	12	SOUR	32
7047	12	SOUR	0
7409	12	SOUR	39
7601	12	SOUR	0
7632	12	SOUR	NaN
7792	12	SOUR	5
7820	12	SOUR	0
7826	12	SOUR	0
8038	12	SOUR	0
8048	12	SOUR	44
8051	12	SOUR	0
8078	12	SOUR	0
8137	12	SOUR	81
8159	12	SOUR	40
8163	12	SOUR	28
8175	12	SOUR	0
8180	12	SOUR	44
8205	12	SOUR	NaN
8294	12	SOUR	59
8452	12	SOUR	0
8467	12	SOUR	0
8615	12	SOUR	0
9024	12	SOUR	68
10722	12	SOUR	21
11124	12	SOUR	0
11419	12	SOUR	0
12206	12	SOUR	18
12348	12	SOUR	0
12748	12	SOUR	36
13187	12	SOUR	0
13204	12	SOUR	0
13216	12	SOUR	85
13436	12	SOUR	0
14328	12	SOUR	28
15606	12	SOUR	0
22386	12	SOUR	34
24020	12	SOUR	0
24473	12	SOUR	0
31210	12	SOUR	0
31266	12	SOUR	0
33032	12	SOUR	26
61024	12	SOUR	10
61151	12	SOUR	0
61155	12	SOUR	0
61177	12	SOUR	0
61252	12	SOUR	38
61771	12	SOUR	4
62572	12	SOUR	0
520108	12	SOUR	29
638024	12	SOUR	0
641256	12	SOUR	0
778574	12	SOUR	0
1549778	12	SOUR	0
1550470	12	SOUR	0
5352539	12	SOUR	0
5355850	12	SOUR	NaN
5363233	12	SOUR	0
5367698	12	SOUR	20
6114390	12	SOUR	0
16220109	12	SOUR	48
243	12	BURNT	0
454	12	BURNT	2
679	12	BURNT	0
1030	12	BURNT	0
1060	12	BURNT	0
2682	12	BURNT	16
6137	12	BURNT	20
6386	12	BURNT	0
6826	12	BURNT	0
6989	12	BURNT	0
7047	12	BURNT	0
7409	12	BURNT	0
7601	12	BURNT	0
7632	12	BURNT	NaN
7792	12	BURNT	0
7820	12	BURNT	0
7826	12	BURNT	0
8038	12	BURNT	12
8048	12	BURNT	0
8051	12	BURNT	0
8078	12	BURNT	0
8137	12	BURNT	0
8159	12	BURNT	0
8163	12	BURNT	29
8175	12	BURNT	0
8180	12	BURNT	0
8205	12	BURNT	NaN
8294	12	BURNT	0
8452	12	BURNT	0
8467	12	BURNT	0
8615	12	BURNT	0
9024	12	BURNT	0
10722	12	BURNT	0
11124	12	BURNT	0
11419	12	BURNT	0
12206	12	BURNT	0
12348	12	BURNT	0
12748	12	BURNT	31
13187	12	BURNT	0
13204	12	BURNT	0
13216	12	BURNT	58
13436	12	BURNT	35
14328	12	BURNT	17
15606	12	BURNT	0
22386	12	BURNT	0
24020	12	BURNT	0
24473	12	BURNT	0
31210	12	BURNT	0
31266	12	BURNT	0
33032	12	BURNT	0
61024	12	BURNT	0
61151	12	BURNT	0
61155	12	BURNT	0
61177	12	BURNT	0
61252	12	BURNT	29
61771	12	BURNT	0
62572	12	BURNT	0
520108	12	BURNT	28
638024	12	BURNT	0
641256	12	BURNT	0
778574	12	BURNT	0
1549778	12	BURNT	0
1550470	12	BURNT	0
5352539	12	BURNT	0
5355850	12	BURNT	NaN
5363233	12	BURNT	0
5367698	12	BURNT	18
6114390	12	BURNT	0
16220109	12	BURNT	0
243	12	ACID	0
454	12	ACID	2
679	12	ACID	0
1030	12	ACID	0
1060	12	ACID	0
2682	12	ACID	19
6137	12	ACID	0
6386	12	ACID	0
6826	12	ACID	0
6989	12	ACID	0
7047	12	ACID	60
7409	12	ACID	22
7601	12	ACID	0
7632	12	ACID	NaN
7792	12	ACID	5
7820	12	ACID	22
7826	12	ACID	0
8038	12	ACID	0
8048	12	ACID	0
8051	12	ACID	0
8078	12	ACID	0
8137	12	ACID	0
8159	12	ACID	0
8163	12	ACID	15
8175	12	ACID	39
8180	12	ACID	34
8205	12	ACID	NaN
8294	12	ACID	0
8452	12	ACID	0
8467	12	ACID	0
8615	12	ACID	0
9024	12	ACID	0
10722	12	ACID	0
11124	12	ACID	0
11419	12	ACID	0
12206	12	ACID	0
12348	12	ACID	0
12748	12	ACID	0
13187	12	ACID	72
13204	12	ACID	0
13216	12	ACID	0
13436	12	ACID	33
14328	12	ACID	0
15606	12	ACID	0
22386	12	ACID	0
24020	12	ACID	0
24473	12	ACID	0
31210	12	ACID	0
31266	12	ACID	0
33032	12	ACID	12
61024	12	ACID	0
61151	12	ACID	0
61155	12	ACID	81
61177	12	ACID	24
61252	12	ACID	27
61771	12	ACID	0
62572	12	ACID	0
520108	12	ACID	0
638024	12	ACID	0
641256	12	ACID	0
778574	12	ACID	0
1549778	12	ACID	0
1550470	12	ACID	0
5352539	12	ACID	10
5355850	12	ACID	NaN
5363233	12	ACID	0
5367698	12	ACID	14
6114390	12	ACID	0
16220109	12	ACID	0
243	12	WARM	0
454	12	WARM	0
679	12	WARM	0
1030	12	WARM	0
1060	12	WARM	0
2682	12	WARM	0
6137	12	WARM	0
6386	12	WARM	0
6826	12	WARM	0
6989	12	WARM	0
7047	12	WARM	0
7409	12	WARM	0
7601	12	WARM	0
7632	12	WARM	NaN
7792	12	WARM	0
7820	12	WARM	0
7826	12	WARM	0
8038	12	WARM	0
8048	12	WARM	11
8051	12	WARM	0
8078	12	WARM	11
8137	12	WARM	0
8159	12	WARM	0
8163	12	WARM	0
8175	12	WARM	0
8180	12	WARM	0
8205	12	WARM	NaN
8294	12	WARM	0
8452	12	WARM	0
8467	12	WARM	0
8615	12	WARM	0
9024	12	WARM	0
10722	12	WARM	0
11124	12	WARM	1
11419	12	WARM	0
12206	12	WARM	0
12348	12	WARM	0
12748	12	WARM	0
13187	12	WARM	41
13204	12	WARM	0
13216	12	WARM	0
13436	12	WARM	0
14328	12	WARM	0
15606	12	WARM	3
22386	12	WARM	0
24020	12	WARM	16
24473	12	WARM	0
31210	12	WARM	0
31266	12	WARM	0
33032	12	WARM	16
61024	12	WARM	0
61151	12	WARM	0
61155	12	WARM	0
61177	12	WARM	0
61252	12	WARM	0
61771	12	WARM	0
62572	12	WARM	0
520108	12	WARM	0
638024	12	WARM	0
641256	12	WARM	0
778574	12	WARM	0
1549778	12	WARM	31
1550470	12	WARM	0
5352539	12	WARM	0
5355850	12	WARM	NaN
5363233	12	WARM	0
5367698	12	WARM	0
6114390	12	WARM	0
16220109	12	WARM	0
243	12	MUSKY	0
454	12	MUSKY	0
679	12	MUSKY	0
1030	12	MUSKY	0
1060	12	MUSKY	0
2682	12	MUSKY	0
6137	12	MUSKY	37
6386	12	MUSKY	0
6826	12	MUSKY	0
6989	12	MUSKY	0
7047	12	MUSKY	0
7409	12	MUSKY	0
7601	12	MUSKY	0
7632	12	MUSKY	NaN
7792	12	MUSKY	0
7820	12	MUSKY	0
7826	12	MUSKY	0
8038	12	MUSKY	0
8048	12	MUSKY	0
8051	12	MUSKY	0
8078	12	MUSKY	0
8137	12	MUSKY	0
8159	12	MUSKY	0
8163	12	MUSKY	0
8175	12	MUSKY	0
8180	12	MUSKY	41
8205	12	MUSKY	NaN
8294	12	MUSKY	0
8452	12	MUSKY	0
8467	12	MUSKY	0
8615	12	MUSKY	0
9024	12	MUSKY	0
10722	12	MUSKY	0
11124	12	MUSKY	0
11419	12	MUSKY	0
12206	12	MUSKY	0
12348	12	MUSKY	0
12748	12	MUSKY	0
13187	12	MUSKY	0
13204	12	MUSKY	0
13216	12	MUSKY	0
13436	12	MUSKY	0
14328	12	MUSKY	0
15606	12	MUSKY	0
22386	12	MUSKY	0
24020	12	MUSKY	0
24473	12	MUSKY	0
31210	12	MUSKY	0
31266	12	MUSKY	0
33032	12	MUSKY	0
61024	12	MUSKY	0
61151	12	MUSKY	0
61155	12	MUSKY	0
61177	12	MUSKY	0
61252	12	MUSKY	0
61771	12	MUSKY	0
62572	12	MUSKY	0
520108	12	MUSKY	0
638024	12	MUSKY	0
641256	12	MUSKY	0
778574	12	MUSKY	0
1549778	12	MUSKY	0
1550470	12	MUSKY	0
5352539	12	MUSKY	0
5355850	12	MUSKY	NaN
5363233	12	MUSKY	0
5367698	12	MUSKY	0
6114390	12	MUSKY	0
16220109	12	MUSKY	0
243	12	SWEATY	0
454	12	SWEATY	0
679	12	SWEATY	34
1030	12	SWEATY	0
1060	12	SWEATY	0
2682	12	SWEATY	0
6137	12	SWEATY	39
6386	12	SWEATY	0
6826	12	SWEATY	0
6989	12	SWEATY	0
7047	12	SWEATY	0
7409	12	SWEATY	0
7601	12	SWEATY	0
7632	12	SWEATY	NaN
7792	12	SWEATY	0
7820	12	SWEATY	0
7826	12	SWEATY	0
8038	12	SWEATY	0
8048	12	SWEATY	0
8051	12	SWEATY	0
8078	12	SWEATY	0
8137	12	SWEATY	0
8159	12	SWEATY	0
8163	12	SWEATY	0
8175	12	SWEATY	0
8180	12	SWEATY	23
8205	12	SWEATY	NaN
8294	12	SWEATY	0
8452	12	SWEATY	0
8467	12	SWEATY	0
8615	12	SWEATY	0
9024	12	SWEATY	0
10722	12	SWEATY	0
11124	12	SWEATY	0
11419	12	SWEATY	0
12206	12	SWEATY	0
12348	12	SWEATY	0
12748	12	SWEATY	20
13187	12	SWEATY	0
13204	12	SWEATY	0
13216	12	SWEATY	0
13436	12	SWEATY	0
14328	12	SWEATY	0
15606	12	SWEATY	0
22386	12	SWEATY	0
24020	12	SWEATY	0
24473	12	SWEATY	0
31210	12	SWEATY	0
31266	12	SWEATY	0
33032	12	SWEATY	0
61024	12	SWEATY	0
61151	12	SWEATY	0
61155	12	SWEATY	0
61177	12	SWEATY	0
61252	12	SWEATY	0
61771	12	SWEATY	0
62572	12	SWEATY	0
520108	12	SWEATY	0
638024	12	SWEATY	0
641256	12	SWEATY	0
778574	12	SWEATY	0
1549778	12	SWEATY	0
1550470	12	SWEATY	0
5352539	12	SWEATY	0
5355850	12	SWEATY	NaN
5363233	12	SWEATY	0
5367698	12	SWEATY	0
6114390	12	SWEATY	0
16220109	12	SWEATY	0
243	12	AMMONIA/URINOUS	0
454	12	AMMONIA/URINOUS	0
679	12	AMMONIA/URINOUS	0
1030	12	AMMONIA/URINOUS	0
1060	12	AMMONIA/URINOUS	0
2682	12	AMMONIA/URINOUS	0
6137	12	AMMONIA/URINOUS	0
6386	12	AMMONIA/URINOUS	7
6826	12	AMMONIA/URINOUS	0
6989	12	AMMONIA/URINOUS	0
7047	12	AMMONIA/URINOUS	0
7409	12	AMMONIA/URINOUS	0
7601	12	AMMONIA/URINOUS	0
7632	12	AMMONIA/URINOUS	NaN
7792	12	AMMONIA/URINOUS	0
7820	12	AMMONIA/URINOUS	47
7826	12	AMMONIA/URINOUS	0
8038	12	AMMONIA/URINOUS	0
8048	12	AMMONIA/URINOUS	0
8051	12	AMMONIA/URINOUS	0
8078	12	AMMONIA/URINOUS	0
8137	12	AMMONIA/URINOUS	0
8159	12	AMMONIA/URINOUS	0
8163	12	AMMONIA/URINOUS	0
8175	12	AMMONIA/URINOUS	0
8180	12	AMMONIA/URINOUS	25
8205	12	AMMONIA/URINOUS	NaN
8294	12	AMMONIA/URINOUS	0
8452	12	AMMONIA/URINOUS	0
8467	12	AMMONIA/URINOUS	0
8615	12	AMMONIA/URINOUS	0
9024	12	AMMONIA/URINOUS	0
10722	12	AMMONIA/URINOUS	0
11124	12	AMMONIA/URINOUS	0
11419	12	AMMONIA/URINOUS	80
12206	12	AMMONIA/URINOUS	0
12348	12	AMMONIA/URINOUS	0
12748	12	AMMONIA/URINOUS	0
13187	12	AMMONIA/URINOUS	0
13204	12	AMMONIA/URINOUS	0
13216	12	AMMONIA/URINOUS	27
13436	12	AMMONIA/URINOUS	0
14328	12	AMMONIA/URINOUS	0
15606	12	AMMONIA/URINOUS	0
22386	12	AMMONIA/URINOUS	0
24020	12	AMMONIA/URINOUS	0
24473	12	AMMONIA/URINOUS	0
31210	12	AMMONIA/URINOUS	0
31266	12	AMMONIA/URINOUS	0
33032	12	AMMONIA/URINOUS	0
61024	12	AMMONIA/URINOUS	0
61151	12	AMMONIA/URINOUS	0
61155	12	AMMONIA/URINOUS	0
61177	12	AMMONIA/URINOUS	35
61252	12	AMMONIA/URINOUS	21
61771	12	AMMONIA/URINOUS	0
62572	12	AMMONIA/URINOUS	0
520108	12	AMMONIA/URINOUS	0
638024	12	AMMONIA/URINOUS	0
641256	12	AMMONIA/URINOUS	0
778574	12	AMMONIA/URINOUS	0
1549778	12	AMMONIA/URINOUS	0
1550470	12	AMMONIA/URINOUS	0
5352539	12	AMMONIA/URINOUS	0
5355850	12	AMMONIA/URINOUS	NaN
5363233	12	AMMONIA/URINOUS	0
5367698	12	AMMONIA/URINOUS	18
6114390	12	AMMONIA/URINOUS	0
16220109	12	AMMONIA/URINOUS	6
243	12	DECAYED	0
454	12	DECAYED	0
679	12	DECAYED	0
1030	12	DECAYED	0
1060	12	DECAYED	0
2682	12	DECAYED	0
6137	12	DECAYED	0
6386	12	DECAYED	0
6826	12	DECAYED	0
6989	12	DECAYED	10
7047	12	DECAYED	0
7409	12	DECAYED	0
7601	12	DECAYED	0
7632	12	DECAYED	NaN
7792	12	DECAYED	0
7820	12	DECAYED	0
7826	12	DECAYED	0
8038	12	DECAYED	0
8048	12	DECAYED	0
8051	12	DECAYED	0
8078	12	DECAYED	0
8137	12	DECAYED	0
8159	12	DECAYED	0
8163	12	DECAYED	0
8175	12	DECAYED	0
8180	12	DECAYED	0
8205	12	DECAYED	NaN
8294	12	DECAYED	0
8452	12	DECAYED	0
8467	12	DECAYED	0
8615	12	DECAYED	0
9024	12	DECAYED	0
10722	12	DECAYED	0
11124	12	DECAYED	0
11419	12	DECAYED	60
12206	12	DECAYED	0
12348	12	DECAYED	0
12748	12	DECAYED	0
13187	12	DECAYED	0
13204	12	DECAYED	31
13216	12	DECAYED	39
13436	12	DECAYED	0
14328	12	DECAYED	0
15606	12	DECAYED	0
22386	12	DECAYED	0
24020	12	DECAYED	0
24473	12	DECAYED	0
31210	12	DECAYED	0
31266	12	DECAYED	0
33032	12	DECAYED	0
61024	12	DECAYED	0
61151	12	DECAYED	0
61155	12	DECAYED	0
61177	12	DECAYED	0
61252	12	DECAYED	20
61771	12	DECAYED	0
62572	12	DECAYED	0
520108	12	DECAYED	0
638024	12	DECAYED	0
641256	12	DECAYED	0
778574	12	DECAYED	0
1549778	12	DECAYED	0
1550470	12	DECAYED	0
5352539	12	DECAYED	0
5355850	12	DECAYED	NaN
5363233	12	DECAYED	0
5367698	12	DECAYED	0
6114390	12	DECAYED	0
16220109	12	DECAYED	0
243	12	WOOD	0
454	12	WOOD	0
679	12	WOOD	0
1030	12	WOOD	0
1060	12	WOOD	0
2682	12	WOOD	0
6137	12	WOOD	0
6386	12	WOOD	0
6826	12	WOOD	0
6989	12	WOOD	0
7047	12	WOOD	0
7409	12	WOOD	0
7601	12	WOOD	0
7632	12	WOOD	NaN
7792	12	WOOD	0
7820	12	WOOD	0
7826	12	WOOD	0
8038	12	WOOD	0
8048	12	WOOD	0
8051	12	WOOD	0
8078	12	WOOD	0
8137	12	WOOD	0
8159	12	WOOD	0
8163	12	WOOD	0
8175	12	WOOD	0
8180	12	WOOD	0
8205	12	WOOD	NaN
8294	12	WOOD	0
8452	12	WOOD	0
8467	12	WOOD	0
8615	12	WOOD	0
9024	12	WOOD	0
10722	12	WOOD	0
11124	12	WOOD	0
11419	12	WOOD	37
12206	12	WOOD	0
12348	12	WOOD	0
12748	12	WOOD	0
13187	12	WOOD	0
13204	12	WOOD	0
13216	12	WOOD	41
13436	12	WOOD	11
14328	12	WOOD	0
15606	12	WOOD	0
22386	12	WOOD	0
24020	12	WOOD	0
24473	12	WOOD	0
31210	12	WOOD	0
31266	12	WOOD	0
33032	12	WOOD	0
61024	12	WOOD	0
61151	12	WOOD	0
61155	12	WOOD	0
61177	12	WOOD	24
61252	12	WOOD	26
61771	12	WOOD	0
62572	12	WOOD	0
520108	12	WOOD	0
638024	12	WOOD	0
641256	12	WOOD	0
778574	12	WOOD	0
1549778	12	WOOD	0
1550470	12	WOOD	0
5352539	12	WOOD	0
5355850	12	WOOD	NaN
5363233	12	WOOD	35
5367698	12	WOOD	0
6114390	12	WOOD	0
16220109	12	WOOD	0
243	12	GRASS	8
454	12	GRASS	0
679	12	GRASS	0
1030	12	GRASS	0
1060	12	GRASS	0
2682	12	GRASS	0
6137	12	GRASS	0
6386	12	GRASS	0
6826	12	GRASS	0
6989	12	GRASS	0
7047	12	GRASS	0
7409	12	GRASS	0
7601	12	GRASS	0
7632	12	GRASS	NaN
7792	12	GRASS	0
7820	12	GRASS	0
7826	12	GRASS	0
8038	12	GRASS	0
8048	12	GRASS	0
8051	12	GRASS	0
8078	12	GRASS	0
8137	12	GRASS	0
8159	12	GRASS	0
8163	12	GRASS	0
8175	12	GRASS	0
8180	12	GRASS	0
8205	12	GRASS	NaN
8294	12	GRASS	0
8452	12	GRASS	0
8467	12	GRASS	0
8615	12	GRASS	0
9024	12	GRASS	0
10722	12	GRASS	0
11124	12	GRASS	0
11419	12	GRASS	0
12206	12	GRASS	0
12348	12	GRASS	0
12748	12	GRASS	0
13187	12	GRASS	0
13204	12	GRASS	0
13216	12	GRASS	0
13436	12	GRASS	0
14328	12	GRASS	0
15606	12	GRASS	0
22386	12	GRASS	0
24020	12	GRASS	0
24473	12	GRASS	0
31210	12	GRASS	0
31266	12	GRASS	10
33032	12	GRASS	0
61024	12	GRASS	0
61151	12	GRASS	0
61155	12	GRASS	0
61177	12	GRASS	0
61252	12	GRASS	0
61771	12	GRASS	0
62572	12	GRASS	0
520108	12	GRASS	0
638024	12	GRASS	0
641256	12	GRASS	0
778574	12	GRASS	0
1549778	12	GRASS	0
1550470	12	GRASS	0
5352539	12	GRASS	0
5355850	12	GRASS	NaN
5363233	12	GRASS	0
5367698	12	GRASS	0
6114390	12	GRASS	0
16220109	12	GRASS	0
243	12	FLOWER	0
454	12	FLOWER	0
679	12	FLOWER	0
1030	12	FLOWER	0
1060	12	FLOWER	0
2682	12	FLOWER	0
6137	12	FLOWER	0
6386	12	FLOWER	0
6826	12	FLOWER	0
6989	12	FLOWER	0
7047	12	FLOWER	0
7409	12	FLOWER	0
7601	12	FLOWER	0
7632	12	FLOWER	NaN
7792	12	FLOWER	0
7820	12	FLOWER	0
7826	12	FLOWER	0
8038	12	FLOWER	0
8048	12	FLOWER	0
8051	12	FLOWER	0
8078	12	FLOWER	0
8137	12	FLOWER	0
8159	12	FLOWER	0
8163	12	FLOWER	0
8175	12	FLOWER	0
8180	12	FLOWER	0
8205	12	FLOWER	NaN
8294	12	FLOWER	0
8452	12	FLOWER	0
8467	12	FLOWER	0
8615	12	FLOWER	0
9024	12	FLOWER	71
10722	12	FLOWER	0
11124	12	FLOWER	0
11419	12	FLOWER	0
12206	12	FLOWER	0
12348	12	FLOWER	0
12748	12	FLOWER	0
13187	12	FLOWER	0
13204	12	FLOWER	0
13216	12	FLOWER	0
13436	12	FLOWER	0
14328	12	FLOWER	0
15606	12	FLOWER	0
22386	12	FLOWER	0
24020	12	FLOWER	0
24473	12	FLOWER	0
31210	12	FLOWER	0
31266	12	FLOWER	27
33032	12	FLOWER	0
61024	12	FLOWER	0
61151	12	FLOWER	0
61155	12	FLOWER	0
61177	12	FLOWER	0
61252	12	FLOWER	0
61771	12	FLOWER	8
62572	12	FLOWER	37
520108	12	FLOWER	0
638024	12	FLOWER	0
641256	12	FLOWER	0
778574	12	FLOWER	0
1549778	12	FLOWER	56
1550470	12	FLOWER	0
5352539	12	FLOWER	15
5355850	12	FLOWER	NaN
5363233	12	FLOWER	0
5367698	12	FLOWER	0
6114390	12	FLOWER	25
16220109	12	FLOWER	0
243	12	 CHEMICAL	0
454	12	 CHEMICAL	2
679	12	 CHEMICAL	0
1030	12	 CHEMICAL	0
1060	12	 CHEMICAL	0
2682	12	 CHEMICAL	0
6137	12	 CHEMICAL	0
6386	12	 CHEMICAL	58
6826	12	 CHEMICAL	0
6989	12	 CHEMICAL	9
7047	12	 CHEMICAL	56
7409	12	 CHEMICAL	0
7601	12	 CHEMICAL	0
7632	12	 CHEMICAL	NaN
7792	12	 CHEMICAL	51
7820	12	 CHEMICAL	84
7826	12	 CHEMICAL	0
8038	12	 CHEMICAL	0
8048	12	 CHEMICAL	0
8051	12	 CHEMICAL	79
8078	12	 CHEMICAL	0
8137	12	 CHEMICAL	0
8159	12	 CHEMICAL	0
8163	12	 CHEMICAL	0
8175	12	 CHEMICAL	51
8180	12	 CHEMICAL	78
8205	12	 CHEMICAL	NaN
8294	12	 CHEMICAL	0
8452	12	 CHEMICAL	78
8467	12	 CHEMICAL	0
8615	12	 CHEMICAL	0
9024	12	 CHEMICAL	0
10722	12	 CHEMICAL	0
11124	12	 CHEMICAL	0
11419	12	 CHEMICAL	68
12206	12	 CHEMICAL	0
12348	12	 CHEMICAL	0
12748	12	 CHEMICAL	0
13187	12	 CHEMICAL	0
13204	12	 CHEMICAL	48
13216	12	 CHEMICAL	69
13436	12	 CHEMICAL	30
14328	12	 CHEMICAL	0
15606	12	 CHEMICAL	0
22386	12	 CHEMICAL	0
24020	12	 CHEMICAL	0
24473	12	 CHEMICAL	0
31210	12	 CHEMICAL	0
31266	12	 CHEMICAL	0
33032	12	 CHEMICAL	0
61024	12	 CHEMICAL	0
61151	12	 CHEMICAL	0
61155	12	 CHEMICAL	88
61177	12	 CHEMICAL	20
